"event_time",title,type,content
"Jun 19, 2025 @ 00:00:00.000","整治违规吃喝被指存在层层加码现象","价值观","近期各地推进违规吃喝专项整治，旨在纠治权力寻租、公款滥用等不正之风，但个别地方出现“层层加码”现象，将“禁止违规吃喝”简单等同于“禁止吃喝”，如对聚餐过度审查、限制宴请，甚至自费请两三好友小聚也被视作违规，导致党员干部吃饭战战兢兢，商家客流减少、民生烟火气受损，还影响餐饮从业者收入及供应链循环。人民网等官媒指出，这种行为是对政策的误读和懒政，属形式主义变种。整治应精准施策，明确“红线”（公款奢靡宴请、利益勾兑）与“绿灯”（自费家宴、合规商务餐叙），既严打腐败，又保障正常餐饮需求，守护民生温度。"
"Jun 18, 2025 @ 00:00:00.000","黑魔仙小月扮演者曝文旅项目欠资纠纷","影视","近日，《巴啦啦小魔仙》“黑魔仙小月”扮演者周娇因文旅项目欠资纠纷引发关注。周娇称，她与丈夫的公司连续两年参与吉林靖宇县“雪谷市集松花江上过大年”文旅项目，负责铁锅炖餐饮服务（包括为7000人次马拉松人员供餐），却被合作方吉林中佰文化投资有限公司拖欠36万元款项，时间长达505天。团队曾在零下30℃环境中工作17天，仅收到部分现金及温泉卡抵扣，对方以“未拨款”“账上没钱”等理由拖延，甚至提出非现金抵债。周娇6月17日发视频公开讨债后删除，靖宇县文旅局回应称已督促中佰公司于6月18日还款，中佰承认欠债并承诺兑现。"
"Jun 18, 2025 @ 00:00:00.000","旅行博主江小隐拍摄时意外溺水身亡","影视","2025年6月17日，20万粉丝旅游博主江小隐（曾用网名“皖南小锅锅”）的社交账号发布讣告，称其6月16日下午在安徽宣城泾县水墨汀溪景区拍摄时不幸溺水身亡。事发时，江小隐与两名女性、一名男性同行，除其遇难外，一名女性仍昏迷。据了解，江小隐因无人机落水下水打捞，期间上游发电站因前几日大雨需泄洪突然放水，水流湍急致其被冲走失救。景区回应称事发于下午5点多（已下班），属开放县道，江小隐系自行踩点拍摄，景区已设“水深危险”警示牌并配合警方调查，正与家属协商后续事宜。江小隐是家中独子，育有7岁儿子，妻子已从合肥赶往事发地，家属悲痛不已。"
"Jun 18, 2025 @ 00:00:00.000","T3出行司机猥亵乘客遭永久封禁","职场","6月12日，哈尔滨赵女士乘坐T3网约车时遭司机宋某某猥亵，司机以擦拭为由拔摄像头后持续触碰其大腿、臀部等部位，赵女士因恐惧未当场反抗，下车后报警。警方调取监控确认事实，对司机行政拘留5日。T3出行接到投诉后当日启动安全工作组，永久封禁司机账号，配合调查并致歉，提出3000元补偿方案但未谈妥，乘客要求提升额度，目前仍在协商。平台还向哈尔滨交通部门提议对该司机行业封号，并强调乘客号码为虚拟号，司机无法获取真实信息避免报复。赵女士称近期失眠焦虑，正寻求法律帮助，还提到15日乘T3时遇另一司机车内看不雅视频。"
"Jun 18, 2025 @ 00:00:00.000","李雪琴公司被前股东举报财务问题","职场","6月17日深夜，李雪琴前合伙人谢田飞（曾为北京十斤文化传媒有限公司股东，李雪琴段子中“老板”）实名举报该公司财务问题。其称与李雪琴因《股权代持协议》纠纷在朝阳区法院第二次一审开庭，庭审中李雪琴方提交的公司清算报告显示剩余资产1100余万元，按协议谢应得330余万，但实际仅收到140万，约190万未分配。谢质疑子公司账务异常，包括低价售车给李雪琴父母、大笔转账给无关个人及已注销财务公司等，但法院未支持本次起诉查询子公司账务，需另案起诉。北京十斤文化传媒已于2022年6月注销，李雪琴2021年曾将90%股权转让给母亲实控企业，目前李雪琴方暂无回应。"
"Jun 18, 2025 @ 00:00:00.000","东风汽车原高管唐腾涉嫌违纪被查","职场","2025年6月18日，据中央纪委国家监委驻东风汽车集团有限公司纪检监察组、湖北省纪委监委消息，东风汽车集团有限公司原战略规划部副总经理兼战略发展研究中心总经理唐腾涉嫌严重违纪违法，目前正接受中央纪委国家监委驻东风汽车集团有限公司纪检监察组和湖北省十堰市监委纪律审查和监察调查。唐腾为东风汽车资深员工，毕业于武汉工学院（现武汉理工大学），1984年加入东风汽车，曾在底盘零件厂、神龙汽车等部门任职，历任东风标致项目负责人、神龙公司战略规划部部长等职，后调任东风汽车集团战略规划部副总经理兼战略发展研究中心总经理多年。"
"Jun 18, 2025 @ 00:00:00.000","江苏一医院因负债解聘全体员工","职场","2025年6月，江苏泗洪老年病医院因负债4400万元（含2024年底3990万债务及2025年前四月工资、社保等费用）发布全员解聘通知，称收入无法覆盖运营成本，决定立即解除全体约200名员工劳动合同，此前已拖欠数月工资且社保未足额缴纳。通知引发震动，部分员工离职，其余向人社部门求助。值得注意的是，医院目前仍在营业，微信公众号也在更新，引发对解聘真实意图的质疑。当地人社局仲裁院已介入调查，卫健局称不清楚此事，民政局确认其为民办非企业单位未注销。法律层面，医院未按《劳动合同法》规定的经济性裁员程序操作，直接全员解聘且无明确补偿方案，存在程序不合法问题。"
"Jun 18, 2025 @ 00:00:00.000","哈尔滨女大学生乘网约车遭司机猥亵","两性情感","2025年6月12日，黑龙江哈尔滨一名大三女生赵女士因实习租住在民生尚都小区，乘坐T3出行网约车时遭司机猥亵。司机上车后拔掉车内摄像头，持续两小时触摸其腿部、臀部等敏感部位，赵女士因恐惧未敢反抗。下车后她报警，涉事司机宋某某被警方行政拘留5日。调查发现，司机与赵女士同住一个小区，赵女士因此担心报复，已被诊断为重度焦虑抑郁。事后T3出行平台提出赔偿3000元，但要求签署保密协议禁止透露事件详情或向司机索赔，赵女士拒绝并将继续通过法律途径维权。"
"Jun 18, 2025 @ 00:00:00.000","奔驰计划在华推出超长续航混动车型","科技数码","近日网传奔驰计划为中国市场推出一款大电池插电混动车型，项目已获方向性通过且预研启动，新车倾向油电同驱、超长续航定位。但奔驰中国官方回应“相关信息不属实”。背景方面，2025年一季度奔驰全球及中国市场销量下滑，其在华现有插混车型（如GLC插混仅115km纯电续航）因续航和价格劣势，受国产增程车型（如理想L7纯电续航286km、综合续航1421km且售价更低）冲击明显。此前奔驰2023年曾尝试增程技术提升EQS续航，但因成本和可持续性问题于2024年初中断研发。研究发现中国用户更关注低能耗、长续航等体验，故奔驰或借自身发动机优势转向油电同驱插混路线，以应对市场竞争。"
"Jun 18, 2025 @ 00:00:00.000","刘晓庆因税务纠纷被合作方起诉","娱乐圈","近日，深圳市民王某因税务纠纷起诉刘晓庆，深圳市福田区人民法院已公告送达相关法律文书，案件定于9月12日开庭。今年4月，王某实名举报刘晓庆通过名下无实际经营的上海弈熙文化传媒中心，将330万元借款转为“形象代言费”，以6%增值税发票规避27%以上个人所得税，涉嫌虚开发票逃税，上海市税务局第四稽查局已受理调查。5月刘晓庆发布声明否认，称与王某无交集、举报不实；王某则表示涉事金额不止330万，将继续诉讼。值得关注的是，2002年刘晓庆曾因公司偷税被羁押422天，此次举报还提及她在上海有多次补税记录，被指“多次违法”。目前双方各执一词，案件结果待开庭后揭晓。"
"Jun 18, 2025 @ 00:00:00.000","韩国前总统夫人金建希抑郁住院","娱乐圈","韩国前总统尹锡悦夫人金建希因严重抑郁症于6月16日下午3时30分（当地时间）紧急入住首尔峨山医院精神科。此前她上周已在该院精神科门诊治疗，当时医生判断症状严重建议住院但被拒，此次因病情加剧入院，初期出现过度换气症状并接受呼吸内科诊疗。尹锡悦16日完成自身庭审后，当晚前往医院陪伴金建希后离开。目前金建希正面临特别检察官调查，涉及操纵股价等16项指控，其律师称住院系“旧病复发”，医院则以保护隐私为由未公开具体病名。"
"Jun 17, 2025 @ 00:00:00.000","陈哲远出席活动被搂抱引争议，资生堂回应正在核实","影视","6月16日，演员陈哲远在西安资生堂线下活动合影环节中，被一名身着柜姐服装的女士突然搂抱约两秒，致其表情错愕、身体僵硬，随后被工作人员拉开。此举引发粉丝强烈不满，认为行为越界甚至构成性骚扰。涉事柜姐事后通过小红书致歉，称自己是陈哲远“多年粉丝”，因激动失控未顾及其尚在康复期的身体状况（1月锁骨骨折），已被公司批评教育并愿担责，但有网友质疑其“多年粉丝”身份（其6月9日曾自称成为粉丝第四天）。资生堂客服表示正核实情况，赛格购物中心称已反馈品牌方处理。事件引发对明星与粉丝边界、职业素养的讨论，网友呼吁正视男性艺人安全边界。"
"Jun 17, 2025 @ 00:00:00.000","白岩松踢球摔倒引关注，网友呼吁注意安全","影视","近日，白岩松参与山西晋城举办的摇滚明星足球队友谊赛引发关注。赛场上，他以球员身份带球突入禁区，与前中国女足门将赵丽娜守门形成精彩对峙，现场数千球迷呐喊助威。尽管参考内容未明确提及摔倒细节，但该跨界足球互动仍成为热议话题，网友在关注比赛精彩瞬间的同时，纷纷留言提醒白岩松注意安全，体现对其健康的关心。"
"Jun 17, 2025 @ 00:00:00.000","罗马仕召回49万台充电宝，存燃烧风险","科技数码","深圳罗马仕科技有限公司于6月16日宣布，即日起召回2023年6月5日至2024年7月31日期间制造的部分罗马仕ROMOSS牌移动电源，涉及PAC20-272、PAC20-392、PLT20A-152三款型号，共计491745台。召回原因为部分电芯原材料来料问题，极少数产品使用中可能过热，极端场景下存在燃烧风险。消费者可通过核对产品标签上的型号、生产批次及日期确认是否在召回范围，公司将提供免费更换同价值新品或退货退款服务。此前，北京多所高校禁用罗马仕充电宝事件曾引发关注。"
"Jun 17, 2025 @ 00:00:00.000","深圳地铁11号线故障停运，官方致歉并排查","科技数码","6月17日早高峰期间，深圳地铁11号线突发故障造成列车延误，部分乘客反映听到巨响、列车临时停车约二十分钟，网络还出现“碧海湾地铁站爆炸冒烟”等不实传言。深圳地铁先后发布多条公告：8时45分称预计延误超20分钟并致歉；9时07分提示乘客换乘；9时20分宣布故障处理完毕、已有序恢复运行并再次致歉。随后官方辟谣称，列车异响系电器故障导致，故障列车已推至存车线，目前运行正恢复中。此外，当前深圳全市暴雨橙色预警，提醒市民出行注意安全。"
"Jun 17, 2025 @ 00:00:00.000","NBA总决赛雷霆胜步行者，3-2夺赛点","运动","2025年6月17日，NBA总决赛天王山之战在雷霆主场展开，此前大比分2-2平的双方争夺关键赛点。最终雷霆以120-109逆转击败步行者，大比分3-2领先，率先拿到冠军点。此役雷霆双星爆发，杰伦·威廉姆斯砍下40分6篮板4助攻，亚历山大贡献31分10助攻4盖帽，多次在关键时刻得分稳住局势。步行者方面，西亚卡姆空砍28分但6次失误，当家球星哈利伯顿状态低迷，12投全失仅靠罚球得4分；替补麦康奈尔虽爆发砍下18分，仍难阻球队败势。全场步行者出现22次失误，远多于雷霆的4次，成为失利主因。"
"Jun 17, 2025 @ 00:00:00.000","亚历山大31+10率雷霆拿下天王山之战","运动","6月17日NBA总决赛第五场（天王山之战），雷霆主场120-109击败步行者，总比分3-2率先拿到冠军赛点。雷霆核心亚历山大贡献31分10助攻，杰威狂砍40分成为最大功臣；步行者西亚卡姆虽得28分但6次失误，哈利伯顿6投0中仅得4分。比赛中步行者全场22次失误（上半场10次），雷霆利用失误得15分并多次快攻得分，首节32-22领先，半场59-45扩大优势；步行者第三节缩小分差至8分，末节亚历山大关键突破、维金斯三分稳住局面，最终雷霆保住优势获胜，距总冠军仅一步之遥。"
"Jun 17, 2025 @ 00:00:00.000","韩国前第一夫人金建希论文剽窃被查实","娱乐圈","韩国前第一夫人金建希学术不端问题近日有新进展。韩国淑明女子大学6月16日宣布，已完成学术规定修订，将撤销金建希1999年获得的硕士学位。该校今年2月调查认定其硕士论文存在剽窃行为，但因原规定2015年才生效，无法适用于其1999年获得的学位，故校务委员会补充附加条款解决“时间差”问题。此外，金建希2008年在国民大学攻读博士期间的论文被曝860句中有220句未经引用复制粘贴，韩国议员已敦促国民大学撤销其博士学位，该校计划跟进。相关剽窃指控最早于2021年12月尹锡悦竞选总统时浮出，淑明女子大学2022年2月启动调查，今年2月裁定剽窃成立，金建希两次拒绝答辩，最终学位撤销程序推进。"
"Jun 17, 2025 @ 00:00:00.000","南航回应飞行员举报领导：与事实不符","娱乐圈","近日，南航飞行员李某通过个人账号实名举报公司领导，称其2009-2017年在汕头分公司期间因拒绝为领导安排娱乐活动遭报复，晋升机长时被暗示索贿，拒绝后遭技术检查不通过及停飞；调至飞行总队后，两次恢复机长资格检查被判定失败，转A320机队后还被限制训练排班、取消航班，收入锐减至月薪不足3000元且面临复训危机。6月17日，南航飞行总队发布情况说明回应，称经核实李某反映的情况与事实严重不符，指出近年已为其组织多次飞行训练、安排改装机型并协助转航司，但其资质检查屡查不过、技术能力始终不达标；多次调查未发现检查员及干部存在故意刁难，未支持其机长诉求并正式反馈，思想工作亦被拒绝，目前已按规定停止其运行。"
"Jun 17, 2025 @ 00:00:00.000","深圳某小区房屋沉降，25栋楼居民疏散","家居","2025年6月16日晚，深圳龙岗区郭屋村部分房屋出现异常沉降，当地应急管理局、住建局及属地街道迅速成立现场指挥部并启动应急预案，紧急封控沉降房屋及周边区域共25栋建筑，疏散783名住户并妥善安置，邻近的天成学校6月17日停课一天排查安全隐患。目前现场已部署50名巡查人员，设立95个监测点实施24小时监测，数据显示暂未发现新异常情况。房屋沉降具体原因仍在调查中，建筑安全、地质工程等领域专家已进驻现场开展全面安全评估，后续将结合监测结果制定科学处置方案。"
"Jun 17, 2025 @ 00:00:00.000","北京丰台法院4天破解5年欠薪案，追回70万","职场","2019年，河北农民工李某等17人在贵州某工地务工后，被北京某劳务公司以“上家未结款”为由拖欠70余万元劳务费，五年催讨无果。2025年6月，17人委托律师将劳务公司诉至北京丰台法院。法院启动“特殊群体绿色通道”，30分钟完成立案移送，当日委托调解。调解中，法官宋如超敏锐发现被告可能有异地执行案款，立即冻结该70余万元。因被告拒绝调解，法院启动涉民生案件快速通道，次日开庭并当庭宣判，要求劳务公司七日内全额支付欠薪及利息。被告当场表示不上诉并将付款。从立案到宣判仅用四天，五年讨薪困局终破，农民工成功追回血汗钱。"
"Jun 17, 2025 @ 00:00:00.000","上海发布高温黄色预警，气温超35℃","生活方式","2025年6月17日11时，上海中心气象台发布今夏首个高温黄色预警（Ⅲ级/较重），预计当日本市大部地区最高气温将超35℃，徐家汇站点中午12点气温已达34.4℃，预计最高或达36℃。需注意防暑防晒、用火用电安全，午后到夜里西北部地区可能出现短时阵雨。周三上海多云，最高气温接近35℃，天气炎热；周四起将处梅雨带边缘，湿度增大、降水增多，体感潮湿闷热。"
"Jun 17, 2025 @ 00:00:00.000","江西医院工作人员让老人下载购物APP被停岗","生活方式","2025年6月16日，有网友在社交平台发视频称江西吉安市峡江县中医院一名收费窗口工作人员使用患者（老人）手机下载某购物平台APP，影响其他患者缴费，引发热议。6月17日，峡江县中医院通报核实情况属实，已对该工作人员作出停岗处理，并扣发其一个月绩效工资，同时表示将进一步加强职工监督管理，提升服务意识，保障良好就医环境。此前有网友猜测工作人员与老人是熟人、当时无排队，但院方最终确认影响缴费的情况属实。"
"Jun 17, 2025 @ 00:00:00.000","音乐人陈彼得成都逝世，享年82岁","音乐","著名音乐人陈彼得于2025年6月14日上午9时46分在成都安详辞世，享年82岁。他是华语乐坛泰斗，集歌手、作曲家、唱片制作人于一身，代表作包括《一条路》《青玉案·元夕》《一剪梅》《阿里巴巴》等。早年作为台湾乐坛“民歌运动”奠基人，他率先引入西方摇滚元素，引领台湾流行音乐潮流；晚年深耕传统文化，将诗词与流行旋律结合，创作《成都府》等作品，并在《经典咏流传》等节目中传递文化情怀。定居成都的十年里，他常以街头弹唱传递音乐热爱，被邻居视为“隔壁爷爷”。其离世令乐坛震动，周杰伦、罗大佑等音乐人纷纷悼念，乐迷以泛黄磁带与街头弹唱缅怀这位用旋律丈量人生的“永恒追梦人”。"
"Jun 17, 2025 @ 00:00:00.000","8岁男孩网购26箱荔枝，涉虚假宣传被查","美食","2025年4月28日，山东聊城一名8岁男孩因家长未同意购买荔枝，出于“报复心理”偷偷用父母手机网购26箱“妃子笑”荔枝，花费10369元。家长次日发现后申请退款被商家拒绝，到货后却发现实际为价格低廉的“桂花香”荔枝（两者价差达8倍）。目前部分荔枝已因储存问题损坏，市场监管部门已按虚假宣传立案调查，商家提出赔付4000元但家长要求全额退款，双方尚未达成一致。此事件暴露了未成年人网络消费监管缺失（如家长支付密码管理松懈、平台风控不足）、儿童“对抗性需求满足”心理引导缺位，以及商家虚假宣传等多重问题。"
"Jun 16, 2025 @ 00:00:00.000","《哪吒之魔童闹海》海外票房将突破1亿美元创纪录","影视","截至2025年6月，《哪吒之魔童闹海》海外票房持续攀升，即将突破1亿美元创纪录。近期数据显示，俄罗斯及独联体地区累计票房破5000万人民币（次周因上座率不佳掉出前十），马来西亚累计超5200万令吉，柬埔寨累计约68.8万美元，中国香港地区累计约750万美元；此前北美票房已达2097.6万美元，叠加东南亚、欧洲等37个国家和地区的热映成绩，海外市场整体表现强劲，正朝1亿美元目标迈进。"
"Jun 16, 2025 @ 00:00:00.000","威海海边现绝美蓝眼泪景观引游客打卡","摄影","近日，威海海边因“蓝眼泪”景观引发游客打卡热潮。“蓝眼泪”是由希氏弯喉海萤等微小发光浮游生物受海浪拍打等刺激时产生的浅蓝色荧光现象，如梦似幻，如星河坠海。当前（2025年6月）正值观赏期，幸福门、猫头山观景台、金海湾栈桥附近海域出现概率较高，晚上八点左右或深夜至凌晨为最佳观测时间。需注意海边昼夜温差大，需带好外套；避免向海中扔石头刺激发光，以免误伤；夜间光线暗，需确保自身安全，勿到偏僻海域嬉水。"
"Jun 16, 2025 @ 00:00:00.000","重庆今明连续高温将达40℃","大自然","重庆今明两日将持续高温，其中6月16日白天部分地区气温可达40℃，中心城区最高39℃；6月17日大部地区气温20～39℃，中心城区28～38℃。天气以晴热为主，局地有阵雨或雷雨。此前14日重庆多地出现8级以上阵性大风，最大风速达9级（涪陵小坝村），主要因近期重庆增温快（基本35℃以上）与四川低温、北方冷空气入侵形成温差，导致气压梯度力增大所致。当前高温天气下，市民需注意防暑防晒，避免正午时段外出，外出时携带遮阳伞、防晒霜并及时补水，可选择室内景点或早晚凉爽时段活动。"
"Jun 16, 2025 @ 00:00:00.000","广东台风后仍有较强降水影响","大自然","今年第1号台风“蝴蝶”于13日登陆海南后，14日二次登陆广东雷州半岛至广西南部沿海，其带来的强降水持续至16日，为广东入汛以来最强降水过程，大部地区出现暴雨到大暴雨、局部特大暴雨（累积雨量80-120毫米，局地最大约500毫米）。北江、东江等主要河流及部分中小河流明显涨水，局地超警戒水位，需防范积涝、山洪、泥石流等次生灾害。目前广东已启动应急响应，提醒居民减少外出，关注交通和天气信息，做好防风防雨准备。"
"Jun 16, 2025 @ 00:00:00.000","送餐机器人撞伤儿童引发安全警示","科技数码","近日，潮州市湘桥区人民法院审结一起因送餐机器人撞伤儿童引发的身体权纠纷案，为智能设备在公共场所的安全应用敲响警钟。2024年3月16日，4岁儿童小贵随母亲在某餐饮店用餐时，因跑动避让不及与执行送餐任务的机器人碰撞受伤，产生医疗费用470元。餐饮店垫付部分费用并免除当日餐费后，双方因赔偿未达成一致，小贵法定代理人提起诉讼。法院审理认为，餐饮店未充分证明已尽安全保障义务，存在过错；小贵母亲作为监护人疏于管护，亦有过错。综合考量后，判决餐饮店承担小贵各项损失的50%赔偿责任。"
"Jun 16, 2025 @ 00:00:00.000","高铁车厢二氧化碳浓度引乘客嗜睡讨论","生活方式","近日，有网友在社交平台称乘坐高铁时用便携式检测仪测得车厢内二氧化碳浓度最高超5000ppm（正常开阔空间仅几百ppm），远超《中国民用建筑工程室内环境污染控制规范》等标准规定的1000ppm上限，并指出高浓度可能引发嗜睡、头痛、认知功能下降等短期不适及慢性健康风险。该网友多次测试发现，车厢CO₂浓度常快速攀升并维持高位，引发公众对高铁通风系统的关注。部分网友质疑测试设备及方法的专业性，也有声音称“二氧化碳严重超标”缺乏实证，认为高铁通风系统足以保障安全，且嗜睡可能与长途疲劳等因素有关。目前铁路官方尚未回应此事。"
"Jun 16, 2025 @ 00:00:00.000","湖南临澧花炮厂爆炸事故致人员伤亡","日常琐事","湖南临澧近年发生多起花炮厂安全事故。2024年5月31日，临澧县太浮镇湖南己禄花炮有限公司38号钻孔/安引工房发生燃烧事故，因钻孔机维护保养不到位、员工未取得特种作业操作证违规作业，导致1人死亡、1人轻伤，直接经济损失146.458万元；同年10月12日，该公司14#装药/压药工房装药时再次发生爆炸，造成1人死亡，直接经济损失152.7万元。两起事故发生后，当地政府均成立调查组，通过现场勘验、专家论证等查明原因，提出责任处理建议及防范措施。此外，2004年10月，临澧县官亭乡马路花炮厂曾发生特大爆炸事故，成品库爆炸引发三次延缓爆炸，致13人死亡、3人受伤。"
"Jun 16, 2025 @ 00:00:00.000","河南女子醉驾追尾致三死案进入公诉阶段","日常琐事","河南一起因醉驾引发的严重交通事故近日进入公诉阶段。2024年5月13日凌晨，肇事司机醉驾、超速、逆行且无证驾驶，撞上正常行驶的电动自行车，导致12岁的冉冉和14岁的小宣两名花季少女当场死亡，造成三个家庭破碎。根据法律规定，醉驾达刑事犯罪标准的，检察院将提起公诉。后续法院将依法进行案件受理审查、庭审准备、法庭调查、辩论、被告人陈述及评议宣判等程序，严格遵循法定程序确保司法公正，具体量刑将根据案件事实和法律规定判定。"
"Jun 16, 2025 @ 00:00:00.000","广汽集团承诺两个月内兑现经销商返利","职场","从6月10日起，包括广汽集团在内的17家车企先后承诺将供应商支付账期统一至60天内；同时，汽车产业链下游渠道端，宝马、北汽新能源、上汽通用、广汽新能源、广汽丰田等7家主机厂商承诺60天内向经销商支付销售奖励及返利。其中，广汽丰田对经销商的返利转为月结，当月销售的车辆次月以现金形式返利，80%至90%的返利在30天内支付，10%至20%的返利在2个月内支付。"
"Jun 15, 2025 @ 00:00:00.000","洞穴潜水员金雪峰圣龙潭潜水失联20天后遇难","运动","国内顶尖洞穴潜水员金雪峰于5月20日在广西南宁圣龙潭潜水时失联，6月12日遗体被打捞上岸，失联约23天。参与搜寻的救援人员及潜水员教练证实了这一消息。圣龙潭被誉为自由潜圣地，金雪峰因卓越潜水技能和对运动的热爱广受认可。消息公布后，网友、潜水学员及同行纷纷表达哀思，有知名潜水员在朋友圈悼念称其一生奉献于热爱的运动。目前，金雪峰的追悼会已举行，官方团队将发布详细事故报告。"
"Jun 15, 2025 @ 00:00:00.000","郑钦文因装备问题止步女王杯半决赛","运动","2025年6月14日，郑钦文在女王杯网球赛女单半决赛中苦战3盘，以2-6、6-4、4-6不敌美国选手阿尼西莫娃，止步四强。比赛中她遭遇严重装备问题：首盘所穿青少年时期遗留的旧草地鞋底板开胶，赞助商未能及时寄送新鞋，被迫换上前一比赛日已多次打滑的旧鞋，影响移动和专注；此外，她原计划使用的高磅数球拍赛前未携带，第二盘才拿到。尽管受此困扰，郑钦文仍顽强拼至决胜盘。值得一提的是，此次四强成绩助她下周世界排名升至第4位，创个人职业生涯新高。"
"Jun 15, 2025 @ 00:00:00.000","故宫午门展厅漏雨疑致明代书画受损","艺术","故宫作为古建筑群，排水系统虽历史悠久但存在老化问题，历史上曾因暴雨出现内涝甚至宫殿漏雨，如明代万历年间、清代嘉庆年间均有“大内紫禁城坍坏”“宫殿皆漏”的记载。近年故宫午门也曾因强风导致墙面脱落，虽经临时修复但需待适宜季节按传统工艺彻底处理，反映古建筑维护的复杂性。此外，台北故宫博物院曾因管理疏失致文物破损、图档外流，提示文物保护需加强日常监测、规范操作及应急管理。故宫午门展厅若因漏雨致明代书画受损，或与古建筑排水能力、维护措施及极端天气影响相关。"
"Jun 15, 2025 @ 00:00:00.000","Labubu盲盒新品遭黄牛外挂抢购高价转卖","二次元","近期，泡泡玛特旗下LABUBU搪胶盲盒全球爆火，线上线下供不应求，消费者需加二十多个群长期蹲守直播间或提醒，线下门店仅展示样品无货可售。海外如美国等地出现凌晨排队抢购，现场堪比iPhone首发，泡泡玛特APP曾登顶美国应用商店购物榜。因缺货严重，二手市场溢价明显，原价594元的整盒被炒至1000-2000元，隐藏款高仿甚至比正版贵，黄牛和仿冒产业趁机牟利。此外，部分银行曾推出存款送LABUBU盲盒活动，但因监管禁令被紧急叫停。"
"Jun 15, 2025 @ 00:00:00.000","宁夏固原学校围墙倒塌致祖孙二人遇难","旅行","2025年6月13日19时许，宁夏固原市原州区寨科乡突降暴雨并刮9级大风，当地中心小学一段长约10米的围墙倒塌，砸中校外临时搭建的帐篷。帐篷内居住的张涛（化名）50多岁的妻子和1岁多的孙女被砸伤，送医后不幸身亡；张涛怀孕的儿媳妇因距离较远受伤较轻，仍在医院检查。张涛一家因盖房花销大，在围墙外搭帐篷临时居住，帐篷一侧用绳子绑在围墙上。家属怀疑围墙结构不稳或年久失修致倒塌，学校称围墙2020年建设，平时巡查未发现裂痕，初步推测大风通过帐篷绑绳拉扯导致围墙倒塌。事发后警方介入调查，乡政府表示张家曾向村委会报备帐篷存放物资，具体倒塌原因仍在调查中。"
"Jun 15, 2025 @ 00:00:00.000","台风'蝴蝶'引发广西陆川山体滑坡致3人遇难","大自然","2025年第1号台风“蝴蝶”于6月13日23时前后在海南东方市沿海登陆（强热带风暴级），14日凌晨进入北部湾海面并预计当日下午在广西南部至广东雷州半岛二次登陆。受其影响，广西沿海及桂东地区出现强风雨，北部湾海面风力8-10级、阵风11-12级，沿海及桂东南7-8级、阵风9-10级，局地有暴雨到大暴雨、特大暴雨，累计雨量100-200毫米（局地超400毫米）。持续强降雨引发地质灾害风险，玉林、北海等地发布山洪灾害预警。广西已将台风预警提升至三级，停航客运航线、撤离施工人员等。然而，强降雨仍致广西陆川发生山体滑坡，造成3人遇难。"
"Jun 15, 2025 @ 00:00:00.000","广东肇庆现陆地爬行'过山鲫'引发关注","大自然","近日，广东肇庆的何女士在公园池塘边发现七条能在陆地上爬行的鱼，拍摄视频分享后引发关注。经了解，这种鱼名为过山鲫（学名攀鲈），是我国南方本土鱼类，主要分布于广东、广西等地。过山鲫因具备特殊呼吸器官（假肺和褶鳃），离水后在潮湿环境可存活数天；其胸鳍、腹鳍的肌肉和尖刺支撑身体，能短距离陆地行走甚至爬树。该鱼体表有坚硬鳞片，背鳍和尾部长有锋利硬刺，食性杂，常摄食小鱼、虾及鱼卵，目前在两广地区有泛滥趋势，渔民因处理不便对其敬而远之。"
"Jun 15, 2025 @ 00:00:00.000","温州动物园大熊猫馆新引进'宝弟''宝妹'","宠物","2025年6月7日，经国家林业和草原局审批同意，中国大熊猫保护研究中心的双胞胎大熊猫“宝弟”“宝妹”抵达温州动物园，开启为期5年的科普交流之旅。“宝弟”为雄性，活泼好动；“宝妹”为雌性，性格乖巧，二者均出生于2019年8月8日，家族背景显赫（爷爷“芦芦”、外婆“华美”均为大熊猫界明星）。目前两只大熊猫正处于至少7天的隔离检疫期，健康状态良好。为保障其适应新环境，温州动物园此前已派饲养员、兽医赴研究中心学习，研究中心也特派资深饲养员常驻指导。园区大熊猫馆经改造，配备温控、通风系统及冷库、医疗室等功能区，待检疫合格后将与市民见面，开放时间将提前公布，后续还会定期发布“国宝”动态。"
"Jun 15, 2025 @ 00:00:00.000","600万粉丝网红泰国直播带货遭警方突击检查","娱乐圈","6月12日，泰国移民局、劳工部及公共卫生部联合突击检查曼谷一家商场内的店铺，起因是接到举报称有人通过直播向中国消费者销售不符合标准的泰国商品。经查，涉事直播使用中国IP地址，泰国本地用户无法观看，每日资金流转约3000万泰铢（约664万元人民币），部分商品存在注册号与实际不符等问题。拥有600万粉丝的网红黄琴被指在该直播团队中，其持旅游签证进行商业直播涉嫌“非法务工”。黄琴13日回应称系被恶意举报，警察仅到现场查看，回避直接回答非法务工是否属实，并表示具体情况需问老板。泰方将进一步检测商品并可能追加指控。"
